         OtsuT  KittlerT    LloydT     SungT   RidlerT    HuangT   RameshT      Li1T      Li2T    BrinkT    KapurT    SahooT  ShanbhagT      YenT     TsaiT
1713  0.664706  0.825490  0.521190  0.758824  0.667734  0.754902  0.531373  0.641561  0.649020  0.566667  0.711765  0.754632   0.327451  0.778431  0.637255
1714  0.629412  0.801961  0.477754  0.731373  0.632665  0.680392  0.543137  0.602036  0.613725  0.554902  0.676471  0.707692   0.272549  0.727451  0.605882
1715  0.601961  0.774510  0.438753  0.703922  0.602490  0.664706  0.531373  0.565106  0.578431  0.547059  0.660784  0.691469   0.252941  0.715686  0.578431
1716  0.570588  0.750980  0.405869  0.676471  0.576223  0.641176  0.519608  0.532874  0.550980  0.539216  0.637255  0.686339   0.237255  0.715686  0.550980
1717  0.523529  0.703922  0.348431  0.625490  0.523195  0.574510  0.500000  0.473870  0.496078  0.523529  0.605882  0.636006   0.194118  0.664706  0.507843
1718  0.500000  0.680392  0.324954  0.601961  0.501867  0.531373  0.492157  0.449971  0.476471  0.507843  0.582353  0.609412   0.178431  0.637255  0.492157
1719  0.480392  0.660784  0.304972  0.586275  0.481189  0.535294  0.480392  0.430216  0.452941  0.484314  0.554902  0.588670   0.150980  0.613725  0.472549
1720  0.464706  0.633333  0.284704  0.562745  0.464724  0.496078  0.472549  0.407300  0.433333  0.484314  0.531373  0.589349   0.147059  0.621569  0.456863
1721  0.445098  0.613725  0.268947  0.535294  0.446959  0.484314  0.460784  0.390247  0.417647  0.472549  0.543137  0.568325   0.131373  0.598039  0.445098
1722  0.429412  0.594118  0.254027  0.523529  0.434202  0.429412  0.456863  0.371469  0.401961  0.464706  0.519608  0.548929   0.119608  0.578431  0.429412
1723  0.417647  0.574510  0.239090  0.507843  0.417620  0.417647  0.449020  0.353358  0.386275  0.460784  0.500000  0.529322   0.111765  0.558824  0.417647
1724  0.401961  0.562745  0.229679  0.488235  0.403356  0.401961  0.433333  0.337859  0.374510  0.445098  0.480392  0.514135   0.107843  0.543137  0.405882
1725  0.390196  0.539216  0.217157  0.468627  0.391714  0.386275  0.433333  0.324349  0.358824  0.437255  0.484314  0.496804   0.100000  0.523529  0.394118
1726  0.547059  0.727451  0.375401  0.652941  0.547120  0.609804  0.511765  0.502044  0.523529  0.523529  0.605882  0.658978   0.209804  0.688235  0.527451
1727  0.374510  0.527451  0.205865  0.460784  0.379091  0.358824  0.413725  0.312225  0.347059  0.433333  0.472549  0.497541   0.096078  0.527451  0.386275
1728  0.731373  0.809804  0.555036  0.786275  0.731483  0.770588  0.609804  0.707994  0.684314  0.652941  0.688235  0.688235   0.511765  0.688235  0.707843
1729  0.696078  0.770588  0.505721  0.754902  0.697037  0.692157  0.601961  0.669007  0.680392  0.609804  0.645098  0.644706   0.460784  0.645098  0.688235
1730  0.664706  0.739216  0.457578  0.723529  0.667374  0.680392  0.570588  0.633358  0.645098  0.586275  0.743137  0.726515   0.429412  0.598039  0.680392
1731  0.641176  0.703922  0.417484  0.696078  0.640489  0.672549  0.547059  0.600666  0.617647  0.547059  0.715686  0.735093   0.413725  0.743137  0.688235
1732  0.613725  0.672549  0.382023  0.668627  0.617280  0.586275  0.515686  0.571121  0.590196  0.625490  0.700000  0.714185   0.417647  0.723529  0.680392
1733  0.574510  0.605882  0.322805  0.621569  0.575236  0.543137  0.566667  0.519856  0.543137  0.601961  0.649020  0.671344   0.429412  0.680392  0.664706
1734  0.554902  0.578431  0.297449  0.601961  0.558781  0.527451  0.554902  0.497790  0.523529  0.582353  0.629412  0.651031   0.484314  0.660784  0.652941
1735  0.539216  0.550980  0.274324  0.582353  0.540900  0.562745  0.543137  0.477785  0.507843  0.566667  0.613725  0.628781   0.472549  0.637255  0.641176
1736  0.527451  0.519608  0.254336  0.562745  0.527232  0.531373  0.539216  0.458382  0.488235  0.566667  0.594118  0.608544   0.460784  0.617647  0.637255
1737  0.511765  0.488235  0.235001  0.547059  0.513091  0.500000  0.535294  0.441360  0.476471  0.539216  0.578431  0.589722   0.456863  0.598039  0.625490
1738  0.500000  0.460784  0.218369  0.531373  0.504041  0.472549  0.543137  0.425812  0.460784  0.527451  0.570588  0.577005   0.449020  0.586275  0.617647
1739  0.492157  0.437255  0.201973  0.523529  0.492300  0.437255  0.543137  0.410652  0.449020  0.531373  0.554902  0.558109   0.449020  0.566667  0.609804
1740  0.480392  0.413725  0.187941  0.507843  0.485130  0.390196  0.550980  0.396813  0.437255  0.511765  0.535294  0.543094   0.449020  0.550980  0.598039
1741  0.468627  0.390196  0.171811  0.500000  0.477299  0.374510  0.539216  0.384583  0.429412  0.503922  0.523529  0.537115   0.449020  0.547059  0.594118
1742  0.594118  0.641176  0.350768  0.645098  0.596015  0.562745  0.578431  0.544518  0.566667  0.617647  0.672549  0.688514   0.515686  0.696078  0.672549
1743  0.468627  0.366667  0.158285  0.488235  0.470279  0.374510  0.539216  0.373183  0.413725  0.492157  0.511765  0.525810   0.452941  0.535294  0.582353
1744  0.570588  0.660784  0.479417  0.617647  0.570301  0.519608  0.527451  0.552860  0.558824  0.562745  0.688235  0.695651   0.460784  0.700000  0.609804
1745  0.515686  0.605882  0.419017  0.562745  0.515701  0.480392  0.500000  0.494260  0.503922  0.523529  0.645098  0.641823   0.421569  0.645098  0.562745
1746  0.468627  0.554902  0.368009  0.515686  0.469388  0.449020  0.460784  0.443439  0.456863  0.484314  0.598039  0.601748   0.398039  0.605882  0.519608
1747  0.425490  0.507843  0.325252  0.472549  0.427119  0.398039  0.425490  0.398363  0.413725  0.449020  0.547059  0.558490   0.394118  0.562745  0.484314
1748  0.390196  0.464706  0.287747  0.433333  0.390965  0.370588  0.398039  0.358931  0.374510  0.433333  0.515686  0.517644   0.390196  0.523529  0.460784
1749  0.331373  0.390196  0.227339  0.366667  0.331628  0.264706  0.354902  0.293942  0.315686  0.394118  0.449020  0.448835   0.358824  0.452941  0.417647
1750  0.303922  0.354902  0.203662  0.335294  0.307909  0.225490  0.633333  0.267119  0.288235  0.378431  0.417647  0.418105   0.386275  0.421569  0.394118
1751  0.284314  0.323529  0.183374  0.311765  0.284784  0.221569  0.609804  0.243243  0.264706  0.398039  0.390196  0.394377   0.417647  0.398039  0.374510
1752  0.264706  0.296078  0.164176  0.284314  0.264600  0.194118  0.586275  0.222880  0.245098  0.382353  0.366667  0.367668   0.382353  0.370588  0.350980
1753  0.245098  0.268627  0.148528  0.264706  0.245776  0.182353  0.566667  0.203924  0.229412  0.374510  0.339216  0.343360   0.354902  0.347059  0.327451
1754  0.229412  0.241176  0.135555  0.241176  0.228548  0.154902  0.543137  0.188272  0.213725  0.370588  0.315686  0.317435   0.350980  0.319608  0.307843
1755  0.213725  0.221569  0.121564  0.225490  0.213438  0.115686  0.523529  0.173523  0.198039  0.366667  0.296078  0.300766   0.327451  0.303922  0.292157
1756  0.198039  0.198039  0.112186  0.205882  0.198817  0.131373  0.503922  0.161796  0.186275  0.366667  0.280392  0.281949   0.311765  0.284314  0.272549
1757  0.186275  0.178431  0.101265  0.190196  0.185984  0.100000  0.484314  0.151299  0.174510  0.366667  0.260784  0.265260   0.292157  0.268627  0.256863
1758  0.358824  0.425490  0.256060  0.398039  0.359369  0.307843  0.382353  0.324319  0.343137  0.413725  0.480392  0.484072   0.366667  0.488235  0.441176
1759  0.174510  0.107843  0.093282  0.174510  0.173565  0.143137  0.468627  0.140845  0.162745  0.362745  0.241176  0.249174   0.276471  0.252941  0.241176
1760  0.856863  0.919608  0.617467  0.880392  0.783017  0.931373  0.370588  0.783501  0.852941  0.570588  0.703922  0.703922   0.637255  0.703922  0.778431
1761  0.829412  0.903922  0.555750  0.856863  0.746565  0.739216  0.343137  0.744666  0.829412  0.535294  0.660784  0.660308   0.594118  0.660784  0.743137
1762  0.805882  0.884314  0.500161  0.837255  0.712031  0.896078  0.374510  0.713161  0.805882  0.511765  0.617647  0.617401   0.550980  0.617647  0.711765
1763  0.786275  0.868627  0.679520  0.813725  0.679520  0.817647  0.366667  0.678166  0.782353  0.480392  0.578431  0.578177   0.515686  0.574510  0.684314
1764  0.762745  0.852941  0.395400  0.794118  0.648443  0.856863  0.370588  0.646633  0.758824  0.468627  0.543137  0.542628   0.484314  0.535294  0.660784
1765  0.723529  0.817647  0.590443  0.754902  0.590443  0.554902  0.362745  0.591487  0.715686  0.437255  0.484314  0.484314   0.425490  0.484314  0.609804
1766  0.703922  0.798039  0.796189  0.735294  0.564993  0.735294  0.358824  0.564866  0.696078  0.421569  0.449020  0.448753   0.401961  0.445098  0.586275
1767  0.684314  0.782353  0.779676  0.719608  0.541527  0.778431  0.354902  0.542426  0.676471  0.405882  0.421569  0.421041   0.382353  0.413725  0.562745
1768  0.668627  0.766667  0.760894  0.700000  0.518398  0.801961  0.343137  0.518714  0.660784  0.390196  0.394118  0.393849   0.421569  0.390196  0.543137
1769  0.652941  0.747059  0.745625  0.684314  0.502153  0.786275  0.649020  0.499378  0.641176  0.378431  0.366667  0.373940   0.347059  0.366667  0.523529
1770  0.633333  0.731373  0.732361  0.664706  0.634976  0.688235  0.633333  0.617823  0.625490  0.366667  0.350980  0.354054   0.362745  0.343137  0.503922
1771  0.621569  0.711765  0.718736  0.649020  0.619989  0.766667  0.617647  0.464524  0.609804  0.362745  0.323529  0.330514   0.331373  0.319608  0.484314
1772  0.605882  0.696078  0.702911  0.633333  0.604957  0.758824  0.605882  0.584458  0.594118  0.358824  0.307843  0.453223   0.307843  0.300000  0.468627
1773  0.590196  0.680392  0.689878  0.617647  0.590258  0.735294  0.590196  0.568520  0.578431  0.358824  0.292157  0.431667   0.398039  0.284314  0.449020
1774  0.743137  0.833333  0.618806  0.774510  0.618806  0.766667  0.366667  0.619708  0.735294  0.452941  0.507843  0.507344   0.456863  0.500000  0.633333
1775  0.578431  0.664706  0.676562  0.601961  0.576633  0.672549  0.578431  0.553346  0.562745  0.358824  0.272549  0.417429   0.378431  0.268627  0.433333
1776  0.684314  0.986275  0.567735  0.868627  0.683235  0.829412  0.684314  0.630535  0.649020  0.801961  0.935294  0.926275   0.272549  0.935294  0.645098
1777  0.660784  0.982353  0.544305  0.849020  0.663412  0.931373  0.664706  0.598041  0.617647  0.794118  0.923529  0.914684   0.233333  0.923529  0.641176
1778  0.649020  0.982353  0.514765  0.841176  0.658657  0.919608  0.656863  0.563830  0.601961  0.762745  0.911765  0.899739   0.213725  0.911765  0.645098
1779  0.633333  0.978431  0.489562  0.825490  0.639151  0.907843  0.660784  0.534328  0.578431  0.809804  0.900000  0.886608   0.190196  0.900000  0.605882
1780  0.629412  0.978431  0.472773  0.809804  0.628280  0.896078  0.629412  0.521993  0.574510  0.786275  0.888235  0.875625   0.154902  0.888235  0.621569
1781  0.601961  0.970588  0.436859  0.974510  0.603907  0.872549  0.629412  0.508250  0.539216  0.805882  0.864706  0.850624   0.103922  0.864706  0.652941
1782  0.590196  0.970588  0.430630  0.974510  0.599021  0.864706  0.645098  0.490188  0.539216  0.794118  0.852941  0.837759   0.084314  0.852941  0.637255
1783  0.578431  0.962745  0.417993  0.970588  0.589386  0.852941  0.625490  0.474142  0.527451  0.778431  0.841176  0.825166   0.068627  0.841176  0.637255
1784  0.582353  0.966667  0.424502  0.970588  0.583398  0.841176  0.621569  0.459556  0.515686  0.786275  0.829412  0.812849   0.056863  0.829412  0.649020
1785  0.582353  0.958824  0.413362  0.966667  0.582977  0.833333  0.601961  0.447458  0.507843  0.778431  0.817647  0.800256   0.045098  0.817647  0.672549
1786  0.570588  0.954902  0.404151  0.962745  0.576011  0.821569  0.660784  0.441010  0.500000  0.770588  0.805882  0.787940   0.037255  0.805882  0.656863
1787  0.570588  0.950980  0.395690  0.962745  0.575979  0.813725  0.641176  0.430349  0.500000  0.766667  0.794118  0.775623   0.029412  0.794118  0.656863
1788  0.566667  0.947059  0.392152  0.958824  0.566808  0.805882  0.625490  0.420350  0.492157  0.762745  0.786275  0.766952   0.025490  0.786275  0.707843
1789  0.558824  0.954902  0.386762  0.958824  0.566330  0.852941  0.609804  0.415055  0.500000  0.762745  0.774510  0.754635   0.021569  0.774510  0.758824
1790  0.609804  0.970588  0.453245  0.790196  0.615340  0.884314  0.656863  0.499528  0.558824  0.766667  0.876471  0.862256   0.127451  0.876471  0.649020
1791  0.558824  0.943137  0.379221  0.954902  0.561461  0.786275  0.594118  0.406654  0.488235  0.754902  0.766667  0.746240   0.017647  0.766667  0.782353
1792  0.401961  0.178431  0.330864  0.001961  0.400555  0.398039  0.711765  0.242102  0.339216  0.692157  0.872549  0.761697   0.790196  0.884314  0.676471
1793  0.382353  0.127451  0.313680  0.001961  0.383699  0.766667  0.664706  0.233918  0.319608  0.645098  0.856863  0.849058   0.754902  0.856863  0.641176
1794  0.366667  0.092157  0.297335  0.001961  0.367635  0.727451  0.617647  0.226012  0.311765  0.601961  0.829412  0.829458   0.719608  0.841176  0.605882
1795  0.350980  0.064706  0.281481  0.249020  0.352508  0.703922  0.582353  0.218283  0.300000  0.562745  0.813725  0.813725   0.684314  0.813725  0.574510
1796  0.339216  0.045098  0.266348  0.260784  0.340354  0.668627  0.543137  0.210912  0.288235  0.527451  0.790196  0.782409   0.652941  0.794118  0.543137
1797  0.311765  0.025490  0.237915  0.264706  0.312418  0.613725  0.468627  0.197130  0.268627  0.472549  0.750980  0.747109   0.601961  0.758824  0.496078
1798  0.300000  0.017647  0.222934  0.264706  0.300824  0.586275  0.449020  0.190918  0.260784  0.445098  0.731373  0.727501   0.574510  0.739216  0.472549
1799  0.288235  0.013725  0.209789  0.252941  0.289032  0.554902  0.417647  0.184767  0.252941  0.417647  0.711765  0.707909   0.547059  0.723529  0.449020
1800  0.276471  0.009804  0.196838  0.468627  0.278020  0.531373  0.394118  0.178971  0.241176  0.401961  0.692157  0.688302   0.523529  0.703922  0.429412
1801  0.268627  0.005882  0.184672  0.460784  0.433409  0.503922  0.370588  0.173264  0.233333  0.382353  0.676471  0.672601   0.500000  0.684314  0.413725
1802  0.260784  0.005882  0.172181  0.437255  0.436946  0.503922  0.684314  0.168176  0.225490  0.378431  0.656863  0.653007   0.476471  0.668627  0.398039
1803  0.252941  0.005882  0.160681  0.429412  0.427659  0.464706  0.668627  0.403527  0.221569  0.366667  0.641176  0.637321   0.452941  0.652941  0.382353
1804  0.394118  0.005882  0.150970  0.413725  0.415509  0.445098  0.652941  0.392389  0.213725  0.362745  0.625490  0.617735   0.433333  0.637255  0.370588
1805  0.382353  0.005882  0.139075  0.398039  0.396744  0.417647  0.649020  0.373817  0.209804  0.358824  0.609804  0.602049   0.413725  0.621569  0.354902
1806  0.323529  0.033333  0.251693  0.256863  0.324833  0.637255  0.507843  0.203916  0.280392  0.496078  0.770588  0.766717   0.629412  0.778431  0.515686
1807  0.374510  0.005882  0.128807  0.374510  0.375246  0.413725  0.621569  0.371168  0.350980  0.358824  0.594118  0.586363   0.394118  0.605882  0.343137
1808  0.692157  0.990196  0.530314  0.801961  0.693573  0.880392  0.688235  0.647287  0.664706  0.731373  0.994118  0.969172   0.562745  0.994118  0.731373
1809  0.660784  0.986275  0.486937  0.790196  0.660305  0.868627  0.641176  0.601065  0.621569  0.684314  0.994118  0.966237   0.503922  0.994118  0.684314
1810  0.633333  0.986275  0.445767  0.770588  0.648947  0.868627  0.649020  0.560439  0.586275  0.739216  0.994118  0.960372   0.449020  0.994118  0.645098
1811  0.625490  0.978431  0.412246  0.754902  0.626871  0.864706  0.625490  0.525575  0.558824  0.707843  0.990196  0.952782   0.409804  0.990196  0.605882
1812  0.605882  0.978431  0.400890  0.735294  0.608171  0.860784  0.625490  0.494870  0.539216  0.723529  0.990196  0.949848   0.382353  0.990196  0.570588
1813  0.582353  0.974510  0.358927  0.719608  0.583616  0.856863  0.625490  0.454428  0.519608  0.696078  0.990196  0.944205   0.323529  0.990196  0.558824
1814  0.570588  0.974510  0.342110  0.747059  0.572014  0.852941  0.598039  0.433584  0.511765  0.731373  0.986275  0.934195   0.280392  0.986275  0.566667
1815  0.562745  0.970588  0.333217  0.739216  0.562258  0.849020  0.574510  0.415476  0.500000  0.711765  0.986275  0.931260   0.252941  0.986275  0.570588
1816  0.558824  0.966667  0.321626  0.723529  0.560037  0.845098  0.558824  0.428494  0.492157  0.696078  0.986275  0.928326   0.229412  0.986275  0.547059
1817  0.550980  0.966667  0.310395  0.719608  0.552094  0.845098  0.550980  0.413164  0.464706  0.676471  0.986275  0.924659   0.205882  0.986275  0.566667
1818  0.547059  0.962745  0.309684  0.703922  0.546090  0.841176  0.582353  0.401331  0.468627  0.660784  0.982353  0.918537   0.186275  0.982353  0.578431
1819  0.539216  0.962745  0.301406  0.688235  0.541053  0.837255  0.562745  0.389670  0.464706  0.649020  0.978431  0.912414   0.166667  0.978431  0.558824
1820  0.535294  0.958824  0.295295  0.715686  0.536523  0.833333  0.625490  0.387734  0.464706  0.645098  0.978431  0.909480   0.150980  0.978431  0.621569
1821  0.523529  0.958824  0.311764  0.715686  0.536817  0.833333  0.609804  0.379682  0.460784  0.833333  0.978431  0.907280   0.135294  0.978431  0.605882
1822  0.594118  0.978431  0.378401  0.735294  0.596842  0.856863  0.598039  0.477898  0.523529  0.711765  0.990196  0.947647   0.347059  0.990196  0.590196
1823  0.531373  0.954902  0.306248  0.703922  0.532836  0.829412  0.594118  0.371489  0.452941  0.829412  0.978431  0.904346   0.123529  0.978431  0.590196
1824  0.656863  0.723529  0.624919  0.668627  0.823212  0.849020  0.472549  0.829980  0.652941  0.703922  0.758824  0.758641   0.841176  0.758824  0.778431
1825  0.605882  0.617647  0.573581  0.617647  0.798840  0.825490  0.613725  0.798150  0.598039  0.660784  0.711765  0.711765   0.449020  0.711765  0.747059
1826  0.570588  0.570588  0.528074  0.641176  0.767999  0.798039  0.574510  0.771589  0.558824  0.613725  0.676471  0.676471   0.417647  0.676471  0.711765
1827  0.527451  0.527451  0.487351  0.609804  0.747547  0.774510  0.539216  0.744172  0.511765  0.625490  0.645098  0.645098   0.386275  0.645098  0.684314
1828  0.488235  0.488235  0.450499  0.707843  0.716547  0.739216  0.503922  0.712562  0.472549  0.594118  0.609804  0.609804   0.370588  0.609804  0.656863
1829  0.413725  0.413725  0.386716  0.664706  0.669724  0.696078  0.468627  0.665107  0.413725  0.543137  0.547059  0.547059   0.523529  0.547059  0.605882
1830  0.425490  0.366667  0.359007  0.641176  0.646560  0.688235  0.460784  0.641589  0.382353  0.519608  0.519608  0.523428   0.496078  0.519608  0.578431
1831  0.617647  0.335294  0.333648  0.625490  0.627294  0.652941  0.433333  0.622160  0.354902  0.496078  0.496078  0.495979   0.480392  0.492157  0.558824
1832  0.605882  0.303922  0.310470  0.609804  0.608883  0.633333  0.433333  0.606691  0.327451  0.484314  0.468627  0.468627   0.464706  0.468627  0.535294
1833  0.578431  0.276471  0.288961  0.594118  0.591542  0.605882  0.433333  0.582765  0.578431  0.464706  0.445098  0.448913   0.594118  0.445098  0.519608
1834  0.562745  0.233333  0.269268  0.574510  0.571977  0.594118  0.409804  0.562841  0.562745  0.441176  0.425490  0.425387   0.574510  0.421569  0.500000
1835  0.543137  0.213725  0.250568  0.558824  0.552867  0.566667  0.401961  0.543392  0.543137  0.417647  0.401961  0.405775   0.554902  0.401961  0.484314
1836  0.531373  0.194118  0.233542  0.535294  0.534778  0.547059  0.386275  0.531863  0.519608  0.401961  0.382353  0.386162   0.535294  0.382353  0.468627
1837  0.511765  0.178431  0.217371  0.523529  0.513651  0.539216  0.370588  0.510476  0.511765  0.390196  0.366667  0.366558   0.519608  0.362745  0.456863
1838  0.449020  0.449020  0.416978  0.692157  0.693906  0.715686  0.476471  0.692436  0.449020  0.570588  0.578431  0.578336   0.539216  0.574510  0.629412
1839  0.500000  0.154902  0.202081  0.503922  0.503489  0.523529  0.358824  0.500269  0.488235  0.378431  0.347059  0.350759   0.500000  0.343137  0.441176
1840  0.731373  0.884314  0.568326  0.833333  0.732491  0.774510  0.566667  0.693162  0.707843  0.641176  0.849020  0.838016   0.382353  0.860784  0.700000
1841  0.700000  0.860784  0.519483  0.805882  0.703825  0.747059  0.578431  0.661614  0.676471  0.629412  0.821569  0.811599   0.331373  0.837255  0.660784
1842  0.672549  0.841176  0.478308  0.782353  0.677100  0.805882  0.554902  0.627007  0.645098  0.605882  0.798039  0.785476   0.288235  0.813725  0.633333
1843  0.649020  0.821569  0.444949  0.758824  0.652349  0.770588  0.547059  0.599717  0.621569  0.590196  0.790196  0.760028   0.256863  0.790196  0.605882
1844  0.629412  0.801961  0.414805  0.735294  0.630123  0.735294  0.570588  0.572261  0.598039  0.594118  0.766667  0.748268   0.233333  0.774510  0.586275
1845  0.590196  0.758824  0.368593  0.692157  0.590740  0.652941  0.582353  0.528673  0.558824  0.621569  0.731373  0.722085   0.213725  0.739216  0.550980
1846  0.574510  0.743137  0.347851  0.676471  0.574351  0.613725  0.566667  0.508315  0.539216  0.609804  0.711765  0.707665   0.205882  0.727451  0.543137
1847  0.554902  0.715686  0.332249  0.656863  0.558292  0.656863  0.558824  0.490146  0.523529  0.601961  0.700000  0.692344   0.198039  0.711765  0.539216
1848  0.539216  0.703922  0.316529  0.633333  0.543792  0.601961  0.550980  0.474859  0.507843  0.613725  0.680392  0.681434   0.190196  0.700000  0.543137
1849  0.531373  0.684314  0.305474  0.621569  0.531382  0.550980  0.535294  0.458886  0.488235  0.601961  0.660784  0.676635   0.186275  0.692157  0.543137
1850  0.519608  0.664706  0.293633  0.605882  0.519262  0.586275  0.539216  0.442950  0.480392  0.582353  0.641176  0.656609   0.182353  0.672549  0.539216
1851  0.507843  0.645098  0.282044  0.586275  0.506877  0.527451  0.527451  0.429341  0.468627  0.578431  0.637255  0.653390   0.182353  0.668627  0.547059
1852  0.496078  0.629412  0.274174  0.574510  0.496563  0.562745  0.507843  0.415753  0.456863  0.566667  0.625490  0.638802   0.182353  0.652941  0.554902
1853  0.484314  0.609804  0.270333  0.554902  0.485732  0.496078  0.500000  0.403879  0.445098  0.558824  0.613725  0.623681   0.186275  0.637255  0.550980
1854  0.609804  0.778431  0.388156  0.715686  0.609998  0.692157  0.570588  0.549102  0.578431  0.637255  0.743137  0.741679   0.221569  0.758824  0.566667
1855  0.476471  0.586275  0.266031  0.539216  0.476496  0.515686  0.503922  0.392936  0.429412  0.554902  0.609804  0.612936   0.190196  0.629412  0.558824
1856  0.837255  0.892157  0.899461  0.856863  0.835520  0.892157  0.413725  0.833863  0.833333  0.582353  0.652941  0.652835   0.617647  0.649020  0.770588
1857  0.809804  0.872549  0.881127  0.829412  0.808438  0.845098  0.382353  0.804838  0.805882  0.558824  0.598039  0.601849   0.566667  0.598039  0.731373
1858  0.782353  0.849020  0.863156  0.805882  0.782448  0.833333  0.398039  0.777458  0.778431  0.527451  0.554902  0.562390   0.527451  0.550980  0.696078
1859  0.758824  0.825490  0.844826  0.782353  0.758378  0.782353  0.382353  0.751633  0.754902  0.496078  0.507843  0.522806   0.684314  0.500000  0.664706
1860  0.735294  0.805882  0.827992  0.758824  0.735079  0.829412  0.374510  0.726374  0.731373  0.468627  0.476471  0.483828   0.660784  0.468627  0.633333
1861  0.692157  0.762745  0.793927  0.711765  0.691888  0.747059  0.362745  0.679067  0.684314  0.421569  0.405882  0.413120   0.543137  0.394118  0.578431
1862  0.672549  0.739216  0.778352  0.692157  0.672653  0.739216  0.347059  0.657621  0.664706  0.401961  0.378431  0.389304   0.543137  0.362745  0.554902
1863  0.652941  0.719608  0.763635  0.672549  0.653839  0.703922  0.645098  0.636692  0.645098  0.382353  0.362745  0.365627   0.566667  0.339216  0.527451
1864  0.637255  0.696078  0.748130  0.652941  0.635681  0.664706  0.625490  0.616260  0.625490  0.366667  0.327451  0.338508   0.550980  0.319608  0.507843
1865  0.617647  0.672549  0.734061  0.633333  0.618507  0.668627  0.613725  0.597306  0.605882  0.354902  0.307843  0.318718   0.531373  0.296078  0.488235
1866  0.601961  0.652941  0.719151  0.613725  0.601497  0.649020  0.598039  0.578192  0.586275  0.347059  0.288235  0.301966   0.523529  0.260784  0.464706
1867  0.586275  0.633333  0.705927  0.594118  0.585717  0.660784  0.582353  0.560551  0.570588  0.347059  0.268627  0.422424   0.507843  0.256863  0.449020
1868  0.570588  0.613725  0.693109  0.578431  0.571084  0.641176  0.570588  0.544000  0.554902  0.347059  0.252941  0.406299   0.500000  0.241176  0.433333
1869  0.558824  0.590196  0.680073  0.562745  0.556991  0.633333  0.554902  0.527749  0.539216  0.343137  0.417647  0.298536   0.488235  0.221569  0.413725
1870  0.715686  0.782353  0.810784  0.735294  0.714186  0.731373  0.370588  0.702378  0.707843  0.445098  0.437255  0.448395   0.633333  0.429412  0.605882
1871  0.543137  0.570588  0.668296  0.547059  0.543118  0.586275  0.543137  0.512125  0.527451  0.339216  0.405882  0.394809   0.343137  0.390196  0.401961
1872  0.900000  0.856863  0.856515  0.903922  0.904777  0.907843  0.629412  0.906025  0.900000  0.813725  0.825490  0.825479   0.805882  0.805882  0.896078
1873  0.880392  0.829412  0.826328  0.884314  0.886696  0.892157  0.574510  0.886452  0.880392  0.786275  0.778431  0.794104   0.778431  0.778431  0.876471
1874  0.864706  0.805882  0.802784  0.868627  0.869199  0.868627  0.523529  0.868910  0.864706  0.758824  0.758824  0.758824   0.758824  0.758824  0.856863
1875  0.845098  0.778431  0.851785  0.845098  0.851785  0.856863  0.480392  0.851447  0.845098  0.743137  0.735294  0.735282   0.852941  0.715686  0.841176
1876  0.833333  0.750980  0.748299  0.833333  0.835193  0.837255  0.437255  0.834798  0.829412  0.719608  0.707843  0.707843   0.707843  0.707843  0.821569
1877  0.794118  0.711765  0.697792  0.798039  0.799373  0.794118  0.433333  0.799137  0.794118  0.676471  0.652941  0.652935   0.798039  0.645098  0.790196
1878  0.774510  0.680392  0.682020  0.774510  0.783420  0.790196  0.401961  0.783147  0.774510  0.652941  0.629412  0.629406   0.782353  0.621569  0.770588
1879  0.762745  0.645098  0.646407  0.762745  0.764611  0.762745  0.374510  0.767450  0.762745  0.633333  0.605882  0.605877   0.762745  0.598039  0.754902
1880  0.747059  0.633333  0.631601  0.747059  0.748965  0.758824  0.394118  0.755247  0.747059  0.613725  0.582353  0.582347   0.747059  0.574510  0.739216
1881  0.727451  0.613725  0.599872  0.727451  0.741071  0.739216  0.413725  0.740339  0.727451  0.601961  0.558824  0.558818   0.735294  0.550980  0.723529
1882  0.711765  0.578431  0.579371  0.727451  0.726327  0.727451  0.390196  0.725533  0.711765  0.582353  0.539216  0.539210   0.719608  0.531373  0.707843
1883  0.703922  0.574510  0.559700  0.707843  0.707726  0.707843  0.378431  0.707227  0.696078  0.562745  0.519608  0.519600   0.703922  0.507843  0.692157
1884  0.688235  0.550980  0.537181  0.688235  0.690026  0.696078  0.347059  0.697257  0.688235  0.554902  0.500000  0.499992   0.688235  0.488235  0.680392
1885  0.668627  0.527451  0.525906  0.680392  0.680049  0.680392  0.358824  0.679454  0.668627  0.531373  0.480392  0.480384   0.676471  0.468627  0.664706
1886  0.813725  0.727451  0.721515  0.813725  0.818619  0.821569  0.398039  0.818175  0.813725  0.696078  0.680392  0.680386   0.813725  0.672549  0.805882
1887  0.660784  0.503922  0.503798  0.660784  0.671084  0.672549  0.354902  0.670051  0.660784  0.519608  0.460784  0.460779   0.660784  0.452941  0.656863
1888  0.680392  0.688235  0.634421  0.727451  0.720134  0.747059  0.484314  0.717554  0.676471  0.574510  0.700000  0.700000   0.586275  0.700000  0.707843
1889  0.629412  0.637255  0.579783  0.684314  0.670404  0.703922  0.417647  0.669334  0.625490  0.527451  0.645098  0.645098   0.523529  0.645098  0.660784
1890  0.586275  0.590196  0.531686  0.645098  0.630437  0.664706  0.362745  0.626687  0.582353  0.480392  0.605882  0.605882   0.484314  0.605882  0.613725
