         OtsuT  KittlerT    LloydT     SungT   RidlerT    HuangT   RameshT      Li1T      Li2T    BrinkT    KapurT    SahooT  ShanbhagT      YenT     TsaiT
994   0.629412  0.703922  0.575718  0.668627  0.631000  0.613725  0.609804  0.603189  0.613725  0.727451  0.782353  0.785601   0.790196  0.786275  0.782353
995   0.598039  0.668627  0.538826  0.637255  0.598689  0.849020  0.570588  0.564598  0.578431  0.707843  0.754902  0.758175   0.582353  0.758824  0.758824
996   0.566667  0.629412  0.503407  0.601961  0.567173  0.833333  0.558824  0.529211  0.547059  0.680392  0.723529  0.723529   0.656863  0.723529  0.731373
997   0.511765  0.558824  0.443112  0.543137  0.513428  0.794118  0.511765  0.467227  0.488235  0.641176  0.680392  0.683970   0.688235  0.684314  0.688235
998   0.492157  0.527451  0.417604  0.515686  0.491697  0.766667  0.492157  0.439629  0.464706  0.621569  0.656863  0.660441   0.664706  0.660784  0.668627
999   0.468627  0.492157  0.393972  0.488235  0.470022  0.747059  0.472549  0.415801  0.441176  0.605882  0.637255  0.636921   0.629412  0.637255  0.649020
1000  0.445098  0.460784  0.372490  0.464706  0.449598  0.739216  0.452941  0.392804  0.421569  0.590196  0.617647  0.617314   0.711765  0.617647  0.629412
1001  0.429412  0.433333  0.354519  0.445098  0.434584  0.715686  0.433333  0.371688  0.401961  0.570588  0.594118  0.593945   0.696078  0.594118  0.609804
1002  0.409804  0.233333  0.336810  0.421569  0.415378  0.696078  0.421569  0.352380  0.386275  0.558824  0.574510  0.578079   0.680392  0.578431  0.590196
1003  0.398039  0.213725  0.320518  0.405882  0.399519  0.684314  0.405882  0.334483  0.370588  0.547059  0.554902  0.558471   0.664706  0.558824  0.578431
1004  0.386275  0.194118  0.305290  0.386275  0.385189  0.672549  0.390196  0.318377  0.354902  0.527451  0.535294  0.542578   0.649020  0.543137  0.558824
1005  0.370588  0.178431  0.290722  0.366667  0.371665  0.660784  0.527451  0.303074  0.339216  0.515686  0.523529  0.723289   0.633333  0.801961  0.543137
1006  0.539216  0.594118  0.471665  0.570588  0.541014  0.813725  0.535294  0.496441  0.515686  0.660784  0.703922  0.703758   0.676471  0.703922  0.711765
1007  0.358824  0.162745  0.278310  0.350980  0.359075  0.641176  0.515686  0.289192  0.323529  0.500000  0.503922  0.711317   0.617647  0.794118  0.531373
1008  0.833333  0.900000  0.742940  0.849020  0.742940  0.660784  0.394118  0.742182  0.829412  0.562745  0.688235  0.694869   0.668627  0.696078  0.754902
1009  0.801961  0.880392  0.284444  0.821569  0.701170  0.617647  0.331373  0.797756  0.798039  0.511765  0.645098  0.712781   0.621569  0.649020  0.715686
1010  0.778431  0.860784  0.662409  0.798039  0.662409  0.558824  0.335294  0.769749  0.770588  0.468627  0.598039  0.673191   0.578431  0.598039  0.680392
1011  0.750980  0.837255  0.831569  0.774510  0.750950  0.805882  0.327451  0.742700  0.747059  0.437255  0.558824  0.638764   0.535294  0.558824  0.645098
1012  0.727451  0.813725  0.813022  0.750980  0.726765  0.880392  0.315686  0.717370  0.719608  0.405882  0.641176  0.558622   0.500000  0.527451  0.613725
1013  0.684314  0.770588  0.776768  0.703922  0.684405  0.841176  0.292157  0.669488  0.676471  0.374510  0.586275  0.492028   0.433333  0.456863  0.554902
1014  0.664706  0.747059  0.759525  0.684314  0.664738  0.841176  0.660784  0.647351  0.652941  0.366667  0.558824  0.461877   0.405882  0.425490  0.527451
1015  0.645098  0.723529  0.742520  0.660784  0.644981  0.825490  0.641176  0.626072  0.633333  0.366667  0.535294  0.435348   0.531373  0.398039  0.503922
1016  0.629412  0.700000  0.726684  0.641176  0.627829  0.794118  0.625490  0.605824  0.613725  0.362745  0.511765  0.408953   0.358824  0.370588  0.480392
1017  0.609804  0.680392  0.711122  0.621569  0.610103  0.794118  0.605882  0.586543  0.598039  0.358824  0.488235  0.481065   0.476471  0.480392  0.456863
1018  0.594118  0.656863  0.694369  0.601961  0.594066  0.762745  0.590196  0.567910  0.578431  0.358824  0.460784  0.461722   0.476471  0.460784  0.437255
1019  0.578431  0.633333  0.680444  0.586275  0.576894  0.774510  0.578431  0.550102  0.562745  0.358824  0.445098  0.441813   0.296078  0.441176  0.417647
1020  0.562745  0.609804  0.667481  0.566667  0.562214  0.762745  0.562745  0.533274  0.547059  0.354902  0.425490  0.418631   0.441176  0.417647  0.398039
1021  0.550980  0.590196  0.652993  0.550980  0.549646  0.747059  0.547059  0.517098  0.531373  0.350980  0.405882  0.399331   0.409804  0.398039  0.382353
1022  0.707843  0.794118  0.794423  0.727451  0.706230  0.852941  0.292157  0.693063  0.696078  0.386275  0.613725  0.522633   0.464706  0.488235  0.582353
1023  0.535294  0.566667  0.640401  0.535294  0.535540  0.688235  0.535294  0.501559  0.515686  0.343137  0.382353  0.383291   0.398039  0.382353  0.362745
1024  0.476471  0.880392  0.341983  0.492157  0.475336  0.288235  0.821569  0.279421  0.394118  0.782353  0.911765  0.907734   0.923529  0.923529  0.715686
1025  0.472549  0.860784  0.335408  0.492157  0.472111  0.382353  0.798039  0.277919  0.390196  0.750980  0.892157  0.891458   0.911765  0.911765  0.696078
1026  0.468627  0.841176  0.328726  0.507843  0.468483  0.229412  0.762745  0.276541  0.386275  0.723529  0.872549  0.886877   0.907843  0.903922  0.676471
1027  0.464706  0.821569  0.321173  0.680392  0.466072  0.205882  0.747059  0.274888  0.386275  0.692157  0.864706  0.873762   0.888235  0.888235  0.656863
1028  0.464706  0.009804  0.315848  0.707843  0.464325  0.190196  0.711765  0.273254  0.382353  0.676471  0.849020  0.864728   0.888235  0.888235  0.641176
1029  0.464706  0.005882  0.300049  0.715686  0.467068  0.166667  0.656863  0.270915  0.382353  0.637255  0.817647  0.839234   0.868627  0.860784  0.617647
1030  0.472549  0.005882  0.293421  0.707843  0.473163  0.354902  0.641176  0.270499  0.382353  0.621569  0.801961  0.825760   0.856863  0.849020  0.609804
1031  0.480392  0.005882  0.285839  0.692157  0.481747  0.154902  0.617647  0.270181  0.382353  0.621569  0.790196  0.813878   0.845098  0.837255  0.598039
1032  0.492157  0.005882  0.280457  0.684314  0.497788  0.221569  0.609804  0.270351  0.386275  0.613725  0.774510  0.800396   0.837255  0.825490  0.590196
1033  0.503922  0.005882  0.274449  0.672549  0.509863  0.280392  0.598039  0.271365  0.394118  0.601961  0.758824  0.788661   0.825490  0.813725  0.586275
1034  0.511765  0.005882  0.265675  0.664706  0.520983  0.723529  0.594118  0.273646  0.405882  0.582353  0.747059  0.776766   0.813725  0.801961  0.574510
1035  0.527451  0.005882  0.258619  0.652941  0.527426  0.692157  0.574510  0.276509  0.417647  0.590196  0.731373  0.764028   0.805882  0.790196  0.578431
1036  0.527451  0.005882  0.253027  0.641176  0.533954  0.676471  0.562745  0.281245  0.433333  0.582353  0.719608  0.754048   0.794118  0.782353  0.574510
1037  0.527451  0.005882  0.246048  0.633333  0.536616  0.688235  0.566667  0.289807  0.433333  0.582353  0.707843  0.742766   0.782353  0.770588  0.574510
1038  0.464706  0.005882  0.307053  0.719608  0.466403  0.178431  0.688235  0.271626  0.382353  0.656863  0.833333  0.852124   0.880392  0.872549  0.629412
1039  0.527451  0.005882  0.242378  0.621569  0.533047  0.668627  0.550980  0.304467  0.445098  0.578431  0.692157  0.730027   0.774510  0.758824  0.578431
1040  0.750980  0.809804  0.574150  0.805882  0.754771  0.798039  0.566667  0.732288  0.739216  0.652941  0.688235  0.688235   0.519608  0.688235  0.739216
1041  0.719608  0.774510  0.520284  0.774510  0.723876  0.817647  0.590196  0.696371  0.703922  0.629412  0.645098  0.644787   0.472549  0.641176  0.719608
1042  0.692157  0.743137  0.477054  0.747059  0.693730  0.801961  0.554902  0.663085  0.672549  0.586275  0.586275  0.586275   0.441176  0.586275  0.703922
1043  0.668627  0.711765  0.434473  0.723529  0.669709  0.774510  0.547059  0.634450  0.645098  0.547059  0.547059  0.547059   0.421569  0.547059  0.696078
1044  0.645098  0.680392  0.399118  0.700000  0.647035  0.750980  0.515686  0.606953  0.621569  0.519608  0.692157  0.675606   0.413725  0.700000  0.688235
1045  0.605882  0.617647  0.338797  0.656863  0.606056  0.700000  0.550980  0.559121  0.578431  0.582353  0.637255  0.641199   0.413725  0.645098  0.668627
1046  0.586275  0.590196  0.313157  0.641176  0.589931  0.676471  0.562745  0.536793  0.558824  0.574510  0.617647  0.617527   0.401961  0.621569  0.660784
1047  0.570588  0.554902  0.285959  0.617647  0.574634  0.660784  0.547059  0.517979  0.543137  0.558824  0.594118  0.593998   0.464706  0.598039  0.649020
1048  0.558824  0.535294  0.265814  0.609804  0.560616  0.633333  0.543137  0.500235  0.523529  0.547059  0.570588  0.577761   0.441176  0.582353  0.641176
1049  0.547059  0.511765  0.242184  0.598039  0.548433  0.613725  0.527451  0.482366  0.511765  0.539216  0.550980  0.555389   0.421569  0.558824  0.629412
1050  0.535294  0.484314  0.222808  0.578431  0.540170  0.594118  0.527451  0.465656  0.496078  0.527451  0.531373  0.539613   0.405882  0.543137  0.621569
1051  0.527451  0.452941  0.203322  0.574510  0.528283  0.570588  0.519608  0.451682  0.484314  0.511765  0.519608  0.530440   0.394118  0.535294  0.613725
1052  0.519608  0.437255  0.187596  0.562745  0.520044  0.547059  0.515686  0.437576  0.472549  0.492157  0.500000  0.510832   0.382353  0.515686  0.601961
1053  0.511765  0.409804  0.168082  0.554902  0.512397  0.527451  0.511765  0.426086  0.464706  0.488235  0.492157  0.501384   0.374510  0.507843  0.598039
1054  0.625490  0.649020  0.367409  0.680392  0.626628  0.731373  0.484314  0.580411  0.598039  0.582353  0.664706  0.666811   0.417647  0.672549  0.680392
1055  0.503922  0.390196  0.152693  0.539216  0.505385  0.500000  0.511765  0.413373  0.456863  0.492157  0.476471  0.493321   0.370588  0.500000  0.594118
1056  0.841176  0.915686  0.904034  0.868627  0.839677  0.923529  0.401961  0.837777  0.837255  0.558824  0.700000  0.699131   0.735294  0.700000  0.766667
1057  0.813725  0.896078  0.886894  0.845098  0.814392  0.872549  0.350980  0.809329  0.809804  0.515686  0.649020  0.649020   0.692157  0.649020  0.731373
1058  0.790196  0.880392  0.868367  0.821569  0.789352  0.864706  0.362745  0.782747  0.786275  0.476471  0.605882  0.605882   0.582353  0.605882  0.696078
1059  0.766667  0.864706  0.851149  0.801961  0.765502  0.884314  0.343137  0.757096  0.758824  0.445098  0.570588  0.569676   0.605882  0.570588  0.664706
1060  0.743137  0.845098  0.833070  0.778431  0.742420  0.860784  0.327451  0.732658  0.735294  0.421569  0.531373  0.531373   0.511765  0.531373  0.633333
1061  0.700000  0.805882  0.800357  0.735294  0.700025  0.747059  0.343137  0.686232  0.692157  0.394118  0.460784  0.464214   0.503922  0.460784  0.574510
1062  0.680392  0.790196  0.784430  0.715686  0.681023  0.766667  0.358824  0.664960  0.672549  0.386275  0.433333  0.436752   0.421569  0.433333  0.550980
1063  0.660784  0.770588  0.768185  0.696078  0.662239  0.727451  0.656863  0.644157  0.652941  0.378431  0.401961  0.504906   0.437255  0.401961  0.527451
1064  0.645098  0.750980  0.753680  0.680392  0.644986  0.786275  0.641176  0.624703  0.633333  0.370588  0.378431  0.480997   0.374510  0.378431  0.503922
1065  0.629412  0.731373  0.738875  0.660784  0.628018  0.790196  0.625490  0.605521  0.613725  0.362745  0.362745  0.461264   0.354902  0.358824  0.480392
1066  0.613725  0.715686  0.724608  0.641176  0.611869  0.762745  0.609804  0.587337  0.598039  0.358824  0.339216  0.437640   0.335294  0.339216  0.460784
1067  0.598039  0.696078  0.711097  0.625490  0.596547  0.774510  0.594118  0.569925  0.582353  0.354902  0.315686  0.417083   0.323529  0.311765  0.441176
1068  0.582353  0.676471  0.697669  0.609804  0.580697  0.652941  0.578431  0.553224  0.566667  0.354902  0.296078  0.397266   0.366667  0.296078  0.421569
1069  0.566667  0.656863  0.684908  0.594118  0.566813  0.747059  0.566667  0.537378  0.550980  0.350980  0.276471  0.377753   0.343137  0.276471  0.405882
1070  0.719608  0.825490  0.816423  0.758824  0.720864  0.794118  0.327451  0.709006  0.711765  0.405882  0.496078  0.496078   0.476471  0.496078  0.605882
1071  0.554902  0.637255  0.672642  0.578431  0.553895  0.696078  0.554902  0.521972  0.535294  0.347059  0.401961  0.301871   0.327451  0.256863  0.386275
1072  0.770588  0.774510  0.731264  0.782353  0.920915  0.947059  0.413725  0.920422  0.762745  0.817647  0.849020  0.849020   0.668627  0.849020  0.876471
1073  0.735294  0.731373  0.689965  0.743137  0.908288  0.939216  0.735294  0.905852  0.727451  0.794118  0.821569  0.821374   0.621569  0.821569  0.856863
1074  0.703922  0.692157  0.653330  0.707843  0.896383  0.919608  0.703922  0.893605  0.692157  0.770588  0.798039  0.797744   0.582353  0.798039  0.837255
1075  0.676471  0.652941  0.616711  0.676471  0.880948  0.915686  0.672549  0.877580  0.660784  0.743137  0.766667  0.766667   0.731373  0.766667  0.817647
1076  0.649020  0.613725  0.584381  0.645098  0.870250  0.903922  0.649020  0.868905  0.633333  0.723529  0.747059  0.747059   0.719608  0.747059  0.801961
1077  0.601961  0.539216  0.525337  0.845098  0.842616  0.880392  0.601961  0.837792  0.578431  0.688235  0.700000  0.700000   0.860784  0.700000  0.766667
1078  0.582353  0.503922  0.499465  0.833333  0.833276  0.872549  0.582353  0.831075  0.554902  0.668627  0.676471  0.676471   0.849020  0.676471  0.754902
1079  0.562745  0.468627  0.476291  0.825490  0.824652  0.864706  0.562745  0.822189  0.535294  0.652941  0.660784  0.660678   0.837255  0.660784  0.743137
1080  0.539216  0.441176  0.451696  0.813725  0.813228  0.856863  0.547059  0.810448  0.511765  0.637255  0.641176  0.640962   0.825490  0.633333  0.723529
1081  0.801961  0.405882  0.430339  0.813725  0.802278  0.837255  0.531373  0.799164  0.496078  0.617647  0.621569  0.621363   0.813725  0.621569  0.711765
1082  0.790196  0.374510  0.409188  0.801961  0.791343  0.825490  0.594118  0.787888  0.480392  0.613725  0.601961  0.601961   0.801961  0.601961  0.696078
1083  0.778431  0.350980  0.389685  0.790196  0.784230  0.829412  0.586275  0.776904  0.464706  0.590196  0.586275  0.586165   0.790196  0.586275  0.688235
1084  0.766667  0.323529  0.371527  0.786275  0.774057  0.805882  0.574510  0.766269  0.766667  0.582353  0.570588  0.570374   0.782353  0.570588  0.680392
1085  0.762745  0.300000  0.354176  0.770588  0.764025  0.801961  0.554902  0.759581  0.750980  0.570588  0.550980  0.550870   0.770588  0.550980  0.664706
1086  0.625490  0.574510  0.553744  0.613725  0.857635  0.892157  0.621569  0.853470  0.605882  0.703922  0.723529  0.723529   0.872549  0.723529  0.786275
1087  0.747059  0.276471  0.337210  0.766667  0.758057  0.801961  0.550980  0.745378  0.747059  0.554902  0.539216  0.539101   0.758824  0.539216  0.656863
1088  0.331373  0.727451  0.438644  0.629412  0.459158  0.809804  0.460784  0.368895  0.331373  0.747059  0.758824  0.773811   0.805882  0.774510  0.743137
1089  0.417647  0.664706  0.410679  0.574510  0.430592  0.778431  0.429412  0.335829  0.268627  0.703922  0.747059  0.744547   0.774510  0.747059  0.703922
1090  0.362745  0.613725  0.383934  0.523529  0.405031  0.750980  0.405882  0.727985  0.362745  0.668627  0.711765  0.709227   0.739216  0.711765  0.668627
1091  0.374510  0.554902  0.362993  0.480392  0.382476  0.719608  0.637255  0.696524  0.311765  0.629412  0.660784  0.660384   0.707843  0.660784  0.629412
1092  0.343137  0.492157  0.340475  0.433333  0.670003  0.692157  0.601961  0.672938  0.319608  0.594118  0.641176  0.639441   0.680392  0.641176  0.598039
1093  0.292157  0.362745  0.304655  0.350980  0.327194  0.633333  0.539216  0.610213  0.268627  0.535294  0.574510  0.573051   0.621569  0.574510  0.539216
1094  0.307843  0.319608  0.288581  0.315686  0.584275  0.601961  0.511765  0.594504  0.260784  0.507843  0.550980  0.550752   0.594118  0.547059  0.515686
1095  0.292157  0.233333  0.273924  0.280392  0.555127  0.578431  0.480392  0.554600  0.233333  0.484314  0.523529  0.523328   0.570588  0.519608  0.492157
1096  0.276471  0.209804  0.260601  0.252941  0.538617  0.554902  0.456863  0.538185  0.249020  0.456863  0.500000  0.499771   0.547059  0.496078  0.464706
1097  0.268627  0.166667  0.247512  0.225490  0.512045  0.535294  0.429412  0.511530  0.237255  0.437255  0.476471  0.476242   0.523529  0.472549  0.445098
1098  0.256863  0.139216  0.235159  0.166667  0.486165  0.515686  0.405882  0.501070  0.229412  0.413725  0.452941  0.452712   0.500000  0.449020  0.425490
1099  0.245098  0.084314  0.224605  0.429412  0.472581  0.480392  0.386275  0.472067  0.209804  0.390196  0.429412  0.429211   0.480392  0.425490  0.401961
1100  0.225490  0.072549  0.213860  0.437255  0.456366  0.464706  0.617647  0.455877  0.209804  0.378431  0.409804  0.409594   0.456863  0.409804  0.386275
1101  0.221569  0.064706  0.202428  0.417647  0.433333  0.441176  0.601961  0.432768  0.201961  0.378431  0.390196  0.389986   0.441176  0.390196  0.370588
1102  0.327451  0.437255  0.321792  0.386275  0.343180  0.656863  0.570588  0.637622  0.303922  0.562745  0.605882  0.604424   0.649020  0.605882  0.570588
1103  0.205882  0.013725  0.192553  0.394118  0.414755  0.429412  0.586275  0.421982  0.190196  0.366667  0.370588  0.370378   0.421569  0.370588  0.358824
1104  0.731373  0.821569  0.700763  0.766667  0.731395  0.907843  0.472549  0.718291  0.723529  0.805882  0.480392  0.484308   0.574510  0.468627  0.852941
1105  0.692157  0.782353  0.656870  0.723529  0.691612  0.715686  0.688235  0.674089  0.680392  0.778431  0.821569  0.829177   0.300000  0.829412  0.825490
1106  0.656863  0.739216  0.617292  0.688235  0.655791  0.872549  0.652941  0.633419  0.641176  0.758824  0.798039  0.798039   0.264706  0.798039  0.801961
1107  0.621569  0.700000  0.582291  0.649020  0.623413  0.856863  0.621569  0.596668  0.605882  0.739216  0.778431  0.781920   0.794118  0.782353  0.782353
1108  0.594118  0.649020  0.549984  0.617647  0.595239  0.837255  0.590196  0.562221  0.574510  0.719608  0.754902  0.754689   0.229412  0.754902  0.758824
1109  0.539216  0.562745  0.492628  0.554902  0.540950  0.813725  0.539216  0.499607  0.519608  0.676471  0.707843  0.711431   0.339216  0.711765  0.715686
1110  0.519608  0.519608  0.468528  0.523529  0.518227  0.794118  0.519608  0.472598  0.492157  0.656863  0.688235  0.691823   0.594118  0.692157  0.696078
1111  0.496078  0.480392  0.444313  0.496078  0.497248  0.782353  0.500000  0.447540  0.472549  0.649020  0.668627  0.668408   0.586275  0.668627  0.680392
1112  0.476471  0.445098  0.423225  0.472549  0.477812  0.762745  0.480392  0.424048  0.445098  0.625490  0.649020  0.648796   0.601961  0.649020  0.660784
1113  0.460784  0.405882  0.403729  0.449020  0.460028  0.739216  0.460784  0.402310  0.429412  0.617647  0.629412  0.632991   0.586275  0.633333  0.645098
1114  0.437255  0.370588  0.385920  0.425490  0.443754  0.735294  0.445098  0.382397  0.409804  0.598039  0.609804  0.617275   0.578431  0.617647  0.629412
1115  0.429412  0.339216  0.369388  0.405882  0.428510  0.719608  0.429412  0.363847  0.398039  0.578431  0.594118  0.597686   0.613725  0.598039  0.613725
1116  0.413725  0.311765  0.354280  0.382353  0.414679  0.696078  0.413725  0.346834  0.382353  0.566667  0.578431  0.578199   0.558824  0.578431  0.598039
1117  0.398039  0.284314  0.339873  0.366667  0.401386  0.688235  0.566667  0.330954  0.366667  0.558824  0.562745  0.566185   0.547059  0.566667  0.582353
1118  0.566667  0.605882  0.520015  0.586275  0.566248  0.821569  0.566667  0.529726  0.547059  0.696078  0.731373  0.731160   0.217647  0.731373  0.739216
1119  0.386275  0.186275  0.326312  0.347059  0.387923  0.680392  0.550980  0.315950  0.350980  0.543137  0.547059  0.550617   0.535294  0.550980  0.570588
1120  0.849020  0.935294  0.786839  0.900000  0.850409  0.849020  0.613725  0.843771  0.845098  0.656863  0.919608  0.924118   0.707843  0.931373  0.852941
1121  0.825490  0.923529  0.752874  0.884314  0.826399  0.868627  0.558824  0.816916  0.821569  0.609804  0.911765  0.911843   0.664706  0.919608  0.833333
1122  0.801961  0.911765  0.720738  0.864706  0.803529  0.801961  0.507843  0.791718  0.794118  0.574510  0.892157  0.895264   0.625490  0.903922  0.813725
1123  0.782353  0.896078  0.687974  0.849020  0.784269  0.833333  0.460784  0.767642  0.770588  0.539216  0.884314  0.880215   0.586275  0.888235  0.794118
1124  0.758824  0.884314  0.658596  0.833333  0.761853  0.774510  0.468627  0.743975  0.750980  0.660784  0.864706  0.879479   0.554902  0.888235  0.774510
1125  0.723529  0.860784  0.607233  0.805882  0.724557  0.731373  0.621569  0.700835  0.707843  0.664706  0.845098  0.851337   0.492157  0.860784  0.747059
1126  0.707843  0.849020  0.584060  0.790196  0.708452  0.762745  0.613725  0.679902  0.688235  0.656863  0.837255  0.839588   0.464706  0.849020  0.731373
1127  0.692157  0.837255  0.562718  0.778431  0.692527  0.692157  0.621569  0.661839  0.672549  0.672549  0.829412  0.837478   0.441176  0.849020  0.723529
1128  0.676471  0.829412  0.542338  0.762745  0.677532  0.719608  0.613725  0.642914  0.656863  0.660784  0.817647  0.822082   0.417647  0.833333  0.707843
1129  0.664706  0.813725  0.522753  0.750980  0.663577  0.747059  0.617647  0.625807  0.641176  0.668627  0.817647  0.808228   0.394118  0.817647  0.700000
1130  0.649020  0.805882  0.503898  0.739216  0.650225  0.672549  0.613725  0.608262  0.625490  0.660784  0.805882  0.797475   0.370588  0.805882  0.692157
1131  0.637255  0.794118  0.488041  0.727451  0.638077  0.696078  0.605882  0.592242  0.609804  0.660784  0.794118  0.791236   0.350980  0.801961  0.680392
1132  0.625490  0.778431  0.471741  0.715686  0.626885  0.629412  0.594118  0.577636  0.598039  0.656863  0.778431  0.779975   0.331373  0.790196  0.676471
1133  0.613725  0.770588  0.456475  0.703922  0.614459  0.652941  0.594118  0.563560  0.586275  0.652941  0.774510  0.765051   0.319608  0.774510  0.672549
1134  0.743137  0.872549  0.633047  0.817647  0.743132  0.798039  0.633333  0.721539  0.727451  0.672549  0.860784  0.863142   0.523529  0.872549  0.762745
1135  0.601961  0.762745  0.442344  0.692157  0.603499  0.590196  0.590196  0.548747  0.570588  0.645098  0.762745  0.761414   0.307843  0.770588  0.664706
1136  0.668627  0.805882  0.492903  0.770588  0.668988  0.711765  0.625490  0.630731  0.645098  0.664706  0.696078  0.698522   0.464706  0.700000  0.692157
1137  0.633333  0.770588  0.450339  0.739216  0.634926  0.680392  0.609804  0.585052  0.605882  0.629412  0.778431  0.760207   0.417647  0.645098  0.656863
1138  0.633333  0.735294  0.411362  0.703922  0.634830  0.625490  0.586275  0.546014  0.570588  0.598039  0.758824  0.737127   0.382353  0.601961  0.617647
1139  0.609804  0.700000  0.376329  0.676471  0.610769  0.601961  0.562745  0.512709  0.543137  0.558824  0.715686  0.734151   0.362745  0.743137  0.613725
1140  0.586275  0.668627  0.347169  0.649020  0.588017  0.539216  0.578431  0.482074  0.554902  0.625490  0.700000  0.713096   0.358824  0.723529  0.633333
1141  0.550980  0.601961  0.297275  0.598039  0.549972  0.535294  0.554902  0.477772  0.511765  0.598039  0.652941  0.674160   0.398039  0.684314  0.645098
1142  0.531373  0.570588  0.277168  0.574510  0.532896  0.433333  0.543137  0.459046  0.496078  0.582353  0.633333  0.651347   0.409804  0.660784  0.637255
1143  0.519608  0.543137  0.257802  0.554902  0.518662  0.421569  0.523529  0.441479  0.480392  0.566667  0.625490  0.630454   0.441176  0.641176  0.629412
1144  0.503922  0.511765  0.240947  0.535294  0.505227  0.405882  0.511765  0.425705  0.464706  0.566667  0.605882  0.618943   0.433333  0.629412  0.621569
1145  0.488235  0.484314  0.224742  0.511765  0.492496  0.366667  0.511765  0.410111  0.449020  0.543137  0.594118  0.598727   0.445098  0.609804  0.617647
1146  0.480392  0.456863  0.210269  0.500000  0.480805  0.343137  0.562745  0.395406  0.437255  0.531373  0.574510  0.589644   0.460784  0.601961  0.605882
1147  0.468627  0.429412  0.195990  0.484314  0.470422  0.335294  0.574510  0.381197  0.425490  0.531373  0.558824  0.579827   0.480392  0.594118  0.598039
1148  0.456863  0.405882  0.184237  0.472549  0.461277  0.300000  0.578431  0.369065  0.413725  0.523529  0.550980  0.566427   0.488235  0.578431  0.594118
1149  0.452941  0.374510  0.171902  0.452941  0.452937  0.323529  0.566667  0.357351  0.405882  0.515686  0.539216  0.560204   0.496078  0.574510  0.582353
1150  0.566667  0.633333  0.320366  0.621569  0.568003  0.547059  0.566667  0.457056  0.531373  0.609804  0.676471  0.687309   0.374510  0.696078  0.645098
1151  0.445098  0.350980  0.160341  0.445098  0.445559  0.296078  0.562745  0.347665  0.394118  0.507843  0.527451  0.554741   0.503922  0.570588  0.578431
1152  0.558824  0.601961  0.482154  0.590196  0.560295  0.570588  0.366667  0.552815  0.554902  0.433333  0.605882  0.601560   0.413725  0.605882  0.562745
1153  0.503922  0.543137  0.418524  0.531373  0.504648  0.511765  0.374510  0.493943  0.496078  0.405882  0.550980  0.547690   0.358824  0.550980  0.515686
1154  0.452941  0.492157  0.366945  0.480392  0.453669  0.456863  0.362745  0.442717  0.445098  0.394118  0.500000  0.500708   0.319608  0.503922  0.472549
1155  0.409804  0.445098  0.320901  0.437255  0.411351  0.409804  0.370588  0.396807  0.401961  0.398039  0.452941  0.454164   0.280392  0.456863  0.437255
1156  0.370588  0.401961  0.284964  0.398039  0.370840  0.370588  0.652941  0.356916  0.362745  0.382353  0.413725  0.415441   0.249020  0.417647  0.401961
1157  0.303922  0.327451  0.222474  0.327451  0.305131  0.303922  0.590196  0.290655  0.300000  0.370588  0.347059  0.345927   0.205882  0.347059  0.347059
1158  0.276471  0.300000  0.198523  0.300000  0.278251  0.280392  0.566667  0.263009  0.272549  0.366667  0.315686  0.315116   0.182353  0.315686  0.319608
1159  0.252941  0.268627  0.175737  0.268627  0.253237  0.249020  0.539216  0.238294  0.245098  0.366667  0.292157  0.291002   0.166667  0.292157  0.296078
1160  0.229412  0.245098  0.160603  0.249020  0.235096  0.229412  0.515686  0.216538  0.225490  0.362745  0.264706  0.267434   0.150980  0.268627  0.272549
1161  0.209804  0.221569  0.140635  0.225490  0.211622  0.209804  0.492157  0.196921  0.205882  0.358824  0.241176  0.240598   0.139216  0.241176  0.252941
1162  0.194118  0.198039  0.129151  0.205882  0.194255  0.190196  0.468627  0.179934  0.190196  0.343137  0.225490  0.228174   0.127451  0.229412  0.233333
1163  0.178431  0.178431  0.113388  0.186275  0.178337  0.174510  0.449020  0.164232  0.174510  0.327451  0.205882  0.205281   0.119608  0.205882  0.217647
1164  0.162745  0.162745  0.103563  0.170588  0.163682  0.154902  0.429412  0.150011  0.158824  0.311765  0.190196  0.190196   0.111765  0.190196  0.201961
1165  0.150980  0.147059  0.092843  0.158824  0.150950  0.147059  0.409804  0.137656  0.147059  0.296078  0.178431  0.247167   0.103922  0.178431  0.186275
1166  0.335294  0.362745  0.250613  0.358824  0.336060  0.339216  0.621569  0.321813  0.327451  0.374510  0.378431  0.376786   0.225490  0.378431  0.374510
1167  0.139216  0.131373  0.083972  0.143137  0.139117  0.135294  0.394118  0.126321  0.135294  0.276471  0.162745  0.229096   0.100000  0.162745  0.174510
1168  0.680392  0.884314  0.527848  0.813725  0.683336  0.715686  0.609804  0.641928  0.656863  0.652941  0.860784  0.846022   0.366667  0.876471  0.680392
1169  0.652941  0.864706  0.478218  0.786275  0.657535  0.684314  0.609804  0.595862  0.617647  0.629412  0.837255  0.819205   0.303922  0.852941  0.645098
1170  0.633333  0.841176  0.436630  0.758824  0.633331  0.652941  0.586275  0.557078  0.582353  0.598039  0.813725  0.804807   0.264706  0.837255  0.609804
1171  0.609804  0.821569  0.401207  0.735294  0.610674  0.625490  0.566667  0.523986  0.558824  0.629412  0.790196  0.769057   0.233333  0.809804  0.574510
